,Title,Price,Rating,Store,Reviews,shipping,Positive Feedback %,Image,Link,Location,Returns
0,"Finding Dory 3 Pc Lip Gloss With Zippered Tin, BubbleGum and Watermelon Flavor",$10.99,,ritztrea_74,90,+$5.97 delivery,95.5,https://i.ebayimg.com/images/g/LEcAAOSwrbNnSpI4/s-l500.webp,https://www.ebay.com/itm/375829113349?_skw=lip_gloss&itmmeta=01KQEGMHT0MJ5A9JD27HVX3J7F&hash=item5781292a05:g:LEcAAOSwrbNnSpI4&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBPV6dJAKFxxVKG2HnExvrBPdevsjyDLgsiKIVvsMCbAhY63EYtTWvEq1ARz1YVCQO6NcFrgSbjrMb5tX89dyuoWLtwn9B%2BPN1zgydSMPi4Tz43qb7YTvaCDLXmpC0po17Q79iWqJXlRZHZc0Mob0gEl37PzzYdNq2%2BMl5DGUkmRL1kZCem%2FuicSZL5X1Rd1bjDiA1wnAe8YBEgxid13%2FKdSKhYmWB21P8YAeZBx84lKQ%3D%3D%7Ctkp%3ABlBMUJ6d0tC7Zw,Located in United States,
1,Crabtree & Evelyn Three (3) Lip Gloss Butter Gift Set Box NEW,$29.99,,evelyns*closet,1900,Free delivery,98.9,https://i.ebayimg.com/images/g/pGkAAeSwCFZo29zi/s-l500.webp,https://www.ebay.com/itm/317353130394?_skw=lip_gloss&itmmeta=01KQEGMHT1QBZ6CAKQSKEGFQE5&hash=item49e3b8799a:g:pGkAAeSwCFZo29zi&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xASpOeNWyGebOIa1YjoE%2BerM3XFrqz1HTemd2eod%2B%2B6Mka6eU1pIl6HWGVYrIt3I2SjnBNHQmhVKClMxLVRdkhNVjPmdxoCTAWMOXscoK0ZxiJulYGxiYiGAkFcPKrhQyuc745mLuvjM4uEEpILKNxAtbuK4uQ%2BMiR7jRlQNltAQjkfZtHd%2FyZn7SZpA6aCBdEfII1s3Cq0gfA0Jbo77qJ9XkofVmDOygtudlCDYqiajQ%3D%3D%7Ctkp%3ABlBMUJ6d0tC7Zw,Located in United States,
2,Uey Beauty Signature Lipgloss,$10.00,,ueybeauty1,0,+$6.58 delivery,0.0,https://i.ebayimg.com/images/g/ONQAAeSwb5xp09Cy/s-l140.webp,https://www.ebay.com/itm/336523756470?_skw=lip_gloss&itmmeta=01KQEGMHT1ZEJHQHBR7AEN1NRS&hash=item4e5a6103b6:g:ONQAAeSwb5xp09Cy&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xDGeP0M9WeIkj7U7LzS%2Bo%2BsvA4JT%2Byt9G2AIdOeeitDVwqib436WHmaKD%2Bn00jUdBeSlVJ2q%2FUk8KErl11IVX%2BUr%2Bjc94vvi1idb6CEOlIL%2B%2FEm%2BjMlsQRl9ccrKExIEEmMuP3p1moU11cYzl1LoE36vQK%2BZITyClca9TDFSjrl2O%2FbMmY8pm2HH%2BiDSiAly4RdRg7zwSdef2f1G98MDmo7BYQamxrahl61lCkJgg5yOA%3D%3D%7Ctkp%3ABlBMUJ6d0tC7Zw,Located in United States,
3,Rhode Peptide Lip Tint | Hydrating Lip Gloss & Moisturizing Balm – All Shades,$11.89,,abi4_1ncj1co,919,Free delivery,95.7,https://i.ebayimg.com/images/g/~i4AAeSwSltptGs5/s-l140.webp,https://www.ebay.com/itm/317999489235?_skw=lip_gloss&itmmeta=01KQEGMHT11KRW0SX1Y25QVEFQ&hash=item4a0a3f20d3:g:~i4AAeSwSltptGs5&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCOj8Z8IM7W7xtgNFp6A2YZzYK%2BwcJbyveGahc0sZ8iMwW0%2B1qBYUp8fqTjavHkBJFL36ICWDu3AyuwLKKmK28d8u6R%2F5ejaqykO5gjbyYRjiE60jpCXrkMu1%2BDXB%2BHVNoLO%2FtkCQB3TtHt6ibLjVfPkHQVMvQl60UtsdOc2GRPL1y2uq95MY5oJChBXmfYpBrEtb8Ufh4dqsKrvG%2Bispci67NTkqrYuMcV7pySxCc%2F0ez9E%2FcImDV2Q%2FW8lZ2KSDEm%2BSX2ZBEYsf6G8G%2FLuRtx8HPk23Kikaa15ybUCD2OKQ%3D%3D%7Ctkp%3ABFBMnp3S0Ltn,Located in United States,Free returns
4,Jeffree Star Cosmetics Supreme Gloss Lip Gloss Blow My Candles Full Pigment,$10.00,,samaalm_9716,13,+$5.97 delivery,100.0,https://i.ebayimg.com/images/g/YPAAAeSwCmBp8vMb/s-l140.webp,https://www.ebay.com/itm/366378501261?_skw=lip_gloss&itmmeta=01KQEGMHT164PG8TSRDA08HPMJ&hash=item554ddc448d:g:YPAAAeSwCmBp8vMb&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDODHSL37STFQs337Vflr8fJqH%2FcWSz4Br%2BTUElx13LCHlmjhNbhQOzz2Vnov5XxU5SMtrSvHns908ed0vE5nq4db9Xi%2FiBmZaTjZGqRTQoevfVFjBxIM20FCwVbXHPovFAqLd%2BSn4yVUaHpmwVYS598xjVgbzGfw8uLpkc7rnEOokQjhSPMRr%2FTnfoZWJaUldk23z9HY%2BqooUY%2B8oUxDAzOory5yCkzTlfaClAVeGzH5vZ6dA8d0y3ysWn6iHsYqfKHqDN0LTFiPcTrKd7BT2i%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
5,SIYIPING Pink Lip Gloss Liquid Makeup Beauty Decorative Gift Bag Included,$8.00,,ye-312471,0,+$6.24 delivery,0.0,https://i.ebayimg.com/images/g/D5kAAeSwp2Jp8nsL/s-l140.webp,https://www.ebay.com/itm/298274064644?_skw=lip_gloss&itmmeta=01KQEGMHT1DQZK7QRTRGP3H96F&hash=item4572850904:g:D5kAAeSwp2Jp8nsL&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCFRIqXQ1wKdJpRa8eZEVRra3IASf4eFzE1gsEryaIM7WCBtQ14CL3iZxvfckmEMaINZjyLc6TF7fE2GdIFOn91drlgvmnQ0YEjm%2BxT6tDpq8SPQwP04BWovFG%2FZICpakGJ6l%2BvB4sjKet2clcfR3Ht27W%2FUXe%2BBVloQ5U7a0BnW9qYtCS1eckrKyQJVHthxMS--iKsRXZBkUmtwq3fue25nzYXxM1Ku%2FcDqvIRuoEBsNZE2%2FrQL1Wxpc7U0LrA611wvkKpl4rR1B9hfPOyGmEg%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
6,Jeffree Star Cosmetics Supreme Gloss Lip Gloss Dominatrix Full Pigment 0.25 fl …,$13.56,,samaalm_9716,13,+$5.97 delivery,100.0,https://i.ebayimg.com/images/g/jNAAAeSwH-dp8vI5/s-l140.webp,https://www.ebay.com/itm/366378498319?_skw=lip_gloss&itmmeta=01KQEGMHT1HY77PBTRKHX4F9HK&hash=item554ddc390f:g:jNAAAeSwH-dp8vI5&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB%2Bg1UasCoISQRv1UaetFP5k8UVHJBOlG3WAABDFnsNsO0623XihS4q1YBmMCUFnjGWl28q2pMadzxD9QhKyFRObg8qpqGvUwfpOtsvFWyC9VFGp8Rj%2FH6aNnF7s%2F8V1HkrurH11WYCvgtEU2DBWuPquUeo25mmNQLioBwCs6ZGF1LQcFMNjEHeuH%2BQfsIAYnslzlMFejORpNp5Mb2ln%2FsjwDCN1s%2BzyUJ83vhz9V5KI0Nu7s0oJjjRkeqQODiQizo%3D%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
7,Rimocoo Pink Red Lip Gloss Liquid Moisturizing Strawberry Flavor Scent Duo,$8.00,,ye-312471,0,+$5.97 delivery,0.0,https://i.ebayimg.com/images/g/nN0AAeSwisJp8n1T/s-l140.webp,https://www.ebay.com/itm/298274077994?_skw=lip_gloss&itmmeta=01KQEGMHT1TKB43Y58QD6ZR7ZJ&hash=item4572853d2a:g:nN0AAeSwisJp8n1T&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDsPHmj9r3eVCqtOVEiLGpuLpyyYsPMJwkoEBFcNrC6XjoKHYZmLkbnnfwU6GJmz9VJnPscXIPMwq%2FB9tT6uLMgwUdq03DYRQcRL9sKAdEvTyRJOH0BFxHQuJ7ARmlk0JlgDvBE4uql%2FJmidUbk4jHPAU5QIrZhrZM2CFpv4kpVsOwZkZTRzS8mGvSQhIQynOENRaR8dSQ5o9IThNNKivsXSGcdN4Mi1pDvLURn%2BubTtORjCxGEksu4buhuo2CoBR2gwbsVGznidpw0qr3Di%2FO7%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
8,"Summer Fridays Dream Lip Oil in Soft Mauve, 0.15 fl oz",$15.00,,michagumi,0,Free delivery,0.0,https://i.ebayimg.com/images/g/~w4AAeSwamJp8uLc/s-l140.webp,https://www.ebay.com/itm/389955520978?_skw=lip_gloss&itmmeta=01KQEGMHT1FCXSYDSGP2RPKT1Y&hash=item5acb2909d2:g:~w4AAeSwamJp8uLc&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBxjWZkLnQ53F3g%2BvKlgASHgwrPIpD79GzrtJM0fFwz2dlP708961LmHuv7F%2Fx7oVzpBdfvp33WmoSLUwKxGCANmvo8E%2BW2QP7Xjsouh8yfsbUbDWdZ3tvE6bdiIOqF5xcF1M7radQcx0Owksfcx80fJ8nRyrBjvqmK5YXrzxEiwLrULT9c0eMxl9mkGmp8p1Q7NIpSZs3JZljvHWRh1m1UgF91qWt75gcpin2urU6cOqlsPBcAgkXPoGFaTyOMVNg7wXYWuKY36%2FgJyKSM96Pt%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
9,Ioni Tinted Lip Oil 3pk Variety ~Sweet Honey| Pink Doll| Plumberry~Hydrating NEW,$13.50,,ma_710399,0,+$5.73 delivery,0.0,https://i.ebayimg.com/images/g/wJQAAeSwi0Vp8pBv/s-l140.webp,https://www.ebay.com/itm/287301883871?_skw=lip_gloss&itmmeta=01KQEGMHT1THT4VXM6Y34BG699&hash=item42e486d7df:g:wJQAAeSwi0Vp8pBv&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xADvAnHFUw%2BsQ0MitqgCOZPjeX97%2B0nw%2FQxJNjSkOA5E81rysvAgl3cPDK380v1gkQ%2FKfEXkBwzKryLRyOLMS8u7%2BhTRT8yTyX%2FOthMAzHQDaQkx8gIEccGXjhJzRPE3LQ%2FFFZB7EWtCn8ihuy0mSPcN3gyjCO%2FUzI9RTcS05fwOmeTu%2BVA5KL0Mmda5SAaB5Wst06LO1aTktMraxA8H9KYPNSg1--sKr4o1hA9FXLfPxezGEgrQeux0UBEE88hT8Vd60hQDSgn8MqNd%2F7Xn4wS%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
10,NEW* NARS AFTERGLOW LIP SHINE *285 UNBROKEN* 0.11OZ/3.7ML,$15.00,,northdeals55,0,+$5.17 delivery,0.0,https://i.ebayimg.com/images/g/XOgAAeSwJSpp8qPC/s-l140.webp,https://www.ebay.com/itm/336559834272?_skw=lip_gloss&itmmeta=01KQEGMHT1XVFRMC9ZS6DQR842&hash=item4e5c8784a0:g:XOgAAeSwJSpp8qPC&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA65eJwNEOidg926SBcl0W1JrztZG58U5bBXxbPFOQEhwNiMuU0ypsJ3YXCRsbpO7Qn1bSeuXyNXVHeqUfukVctBlHg7t1YK8GYG1YcvOm44G7pX2y8kREKQFOWjVnhHKvely0EuVtcZMoqd7s4my0pa1XuEOOQLgz5edrpckKnrkQgV2wrwRNomttiQ63hpfXIVM1hobCLUAWGLzXfZsvygF4lxBsC1ZKkQe4IHz%2ByForgRnvGPKtFM1sqqmPuGilyj8hs86kI4SV%2FbtLG6cyK%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
11,NEW MAC Cosmetics Lipglass Air Non Sticky Lip Gloss *223 SNOBBISH*,$22.95,,northdeals55,0,+$5.17 delivery,0.0,https://i.ebayimg.com/images/g/yl8AAeSwzGVp8qIA/s-l140.webp,https://www.ebay.com/itm/336559823219?_skw=lip_gloss&itmmeta=01KQEGMHT1FXWK22QA8APAVHD1&hash=item4e5c875973:g:yl8AAeSwzGVp8qIA&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xD3p2lX2mvoY6ZIYVjoGw3DnE4FyRKi3qKzw%2B%2BX8pl0MPZJLQoOroL%2F1OHkVr%2Bx7ZI75pAEVje4vkZbhx1Itg3%2FYBYkVMf8i3uQcCyhLwVZWjNTU%2F1iHSeKe86GzO98BvR4kBsjQzNhqSfzhVUq4MH658kkiCb2xWYPoBgEtcLj8DeLKGtO4WHaPtcbsZ3MeLAhtJrl%2BUG%2BCHZ1XXDwBPDkLl9diB%2FZw8Mw%2FghscVnIIQSH%2B6LO2%2BahCzONK9QO%2B3E%3D%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
12,NEW* NIB Dior Addict Lip Maximizer Plumper~ 001 Pink ~ 2ml. MINI/SAMPLE,$15.00,,northdeals55,0,+$5.17 delivery,0.0,https://i.ebayimg.com/images/g/3vsAAeSwi69p8q15/s-l140.webp,https://www.ebay.com/itm/336559881737?_skw=lip_gloss&itmmeta=01KQEGMHT19Z0C052336WE4CFB&hash=item4e5c883e09:g:3vsAAeSwi69p8q15&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD19ofANrHtFk5co7kwy4vqxbwitM75Q1%2BMYzZDIIJfHTxDIeH7LWWizoz%2FxBdxScT5WQ1vZEeYDRcxfjWXsmP5A3J3PImzf47sadUoJK4YfI6W7rmBMunj3ZusIK26yciNe%2BWPqOwa1GsRETFBsbpDlfw8hQHWoRIfpvak2MaRfA4mv%2FVP3KUnAD8w%2BBIdXHpCp1baI4Bwwxa1X2k0sdztjBSfqTrdIzUPijreaHAjW4JvI8L%2F2GIWY%2F4eRMka1AAW09eRjPS1o9kYEtFD%2BBdA%7Ctkp%3ABk9SR56d0tC7Zw,Located in United States,
13,Dior Addict Backstage Lip Glow Oil 6ml Full Size - CHOOSE YOUR COLOR - NEW BOXED,,,sgctotalmagic,753,Free delivery,98.8,https://i.ebayimg.com/images/g/6QAAAeSwqxlpXS7R/s-l140.webp,https://www.ebay.com/itm/257350271920?_skw=lip_gloss&itmmeta=01KQEGMHT1BSXMV7F93VPN43EW&hash=item3beb4583b0:g:6QAAAeSwqxlpXS7R&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCiqMUYVkmcLt%2F8rxGvG1pz%2FkgvUN%2B%2BRV665U3E2euutA2sIcCOYRlDVu675PmYJzqK0hz8I2N4%2B3TNwA5zW%2FKOssDIv6rzGxj%2B7m%2Br9Q4QxIQD8EYiGSHCy5Fv6XWazJb6tokXb07P0c5FAVdyfB5UlPftmULzpW0dVwZmWfwAriM5KgCxk18H%2FMNP9cuvxBNtP3gW5G5bwFu%2F1ZxUAXlD54AeuxcCYQRGIzTB9y1%2B7ObLoVB3pxpJT6o67EAkr8GSl0Mgn6vBDujBLUK2py8Q%7Ctkp%3ABFBMoJ3S0Ltn,Located in United States,
14,Fenty Beauty Gloss Bomb Lip Gloss Plumper Shine Glitter Liquid Lipstick Makeup,$7.49,,ai547877,44,Free delivery,100.0,https://i.ebayimg.com/images/g/20AAAeSwcN1p0Cwp/s-l140.webp,https://www.ebay.com/itm/236738239029?_skw=lip_gloss&itmmeta=01KQEGMHT118GAZTW4NCFAJZVS&hash=item371eb2da35:g:20AAAeSwcN1p0Cwp&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCS5guAOkB3VE2SMwlCjE1W6B7aAK3hyj1gk52Y9%2FgHLfN5UOl3p50rKFzPU9jRm3doXnpoYOgfSwtaJOwYW%2BnZ4D%2BzpKzDOd8qlitD1hkL1cgeucbzNV0fORnWaNW%2FnQmTOxiNNZ1kBFrB8pc4ZsYUzOCMxDfifAguyf7AhVDrBF4nAsvJrlDED%2BVUDSEzhVW%2BZz1klkaLDEGEZLD5x8CpYgRAJPH49rC7G635otVyzpOU6Lub2cTkns0Jyj0jaW54v0JZ5smUOnXZ3ZnvLoqZ%7Ctkp%3ABFBMoJ3S0Ltn,Located in Portugal,
15,Rhode Peptide Lip Tint | Hydrating Lip Gloss & Moisturizing Balm – All Shades,$11.09,,zappyinternational,251,Free delivery,91.7,https://i.ebayimg.com/images/g/39gAAeSwq1ppqWFk/s-l140.webp,https://www.ebay.com/itm/168207408760?_skw=lip_gloss&itmmeta=01KQEGMHT17DS9EZHKSKW8RGMT&hash=item2729f15e78:g:39gAAeSwq1ppqWFk&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCXien%2BhCtQz14K6cQy%2BLgWZcjatm%2FS8KWGzVTdiXZtXjJ8dkk5oRJKNFLl7nEj5oR3WhbxU2qUiqc6exu2QnMDAbPJFV9osdU%2B32RRH0mjPSC97eZ%2BZ%2FoPj7ff296eFOs6EzVuV%2Bv1upzVzHOK7K3Czr5uYvm%2B2Jw%2BllwHEgLB6dWphMWUcsLYWdGJlUYpYYQvREpD7%2FrwFdonl2mtlrejZJNR0SQgtXd8%2Fyr4bunfMIgXvahXEJu1DkU4A5FpRH8KBq0GKiW8eSWPNERfbexM1V9JM%2BzliTvbuhVpreWhcg%3D%3D%7Ctkp%3ABFBMoJ3S0Ltn,Located in United States,Free returns
16,"L.A. COLORS Pout Shiny Lipgloss, Sweet CLG650 1 Ounce (Pack of 1),",$4.61,,etlikshop,0,Free delivery,0.0,https://i.ebayimg.com/images/g/LDIAAeSwaERp8pcH/s-l140.webp,https://www.ebay.com/itm/389954586750?_skw=lip_gloss&itmmeta=01KQEGMHT1G3SYZ4X5HA318BB1&hash=item5acb1ac87e:g:LDIAAeSwaERp8pcH&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBGuTHSP232Q2Rni3rpdGqYHRNjOXlmSW7rahO0wLq2ak8F8QoOC68Chjzz6xf1bZzTrmdUmQTSzuq1f%2B7hn7MrWZqhjS9BszmxznbItKyzCCOXogWY%2BD0ImCIrrPs1r%2FylP23%2BycVnHRJxy6FkkkkEk%2B6Rg8Cyy97inSl43%2BWOpNF3WzLogl0d0Of9CiKg7JLPqmpIXXOU7mahJDkhfhqBus%2BedIbcXNrIPQm8yYf9wg%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
17,Bobbi Brown Lip Gloss High Shine Luxe Liquid Assorted Shades Wild Orchid7,$14.99,,amybeautyshop,0,+$5.97 delivery,0.0,https://i.ebayimg.com/images/g/QUAAAeSwUg1p8pn8/s-l140.webp,https://www.ebay.com/itm/366378204169?_skw=lip_gloss&itmmeta=01KQEGMHT1GP4M05XD4QEVC4D4&hash=item554dd7bc09:g:QUAAAeSwUg1p8pn8&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDSLZw2OsOEFM85AKfI8dhecIB0DGSxJetHpWJNX5dTkAA83QP4hHUAlFFViCboiHJC20FE1k%2BKCSIOdaK1vcaMfLCxk7Nc5iEUl5Sut8BHS7V%2BOKt8F9lvQCFSUJxc0tbxdly3Nurh4qgXDW1wwBhUmwy3LLn3lkbhKpursBWy2j8pSPqp8Xm%2BuVpif2q7F5ibym4F6ZwS%2B%2FGFPIluL%2FD5rAJRybLFSO0aVTYkRG4%2BvnPIAp138wtQ6TXix1izN%2F1uYlFl8OTRtLVuXd1U44wiSt3qMeRdj1E8bmR6NFEs2Q%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
18,Cherimoya Juicy Lip Oil Peach Scented Set of 3 Sweet Melon Peach Me Strawberrie…,$14.99,,33tabs,0,+$5.97 delivery,0.0,https://i.ebayimg.com/images/g/rUoAAeSwWvdp8piw/s-l140.webp,https://www.ebay.com/itm/377151005212?_skw=lip_gloss&itmmeta=01KQEGMHT1TN4CJAZEWG4WXVV0&hash=item57cff3a21c:g:rUoAAeSwWvdp8piw&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAgLxViZ6o1ab7L2AaZjRldT4FQDIG8oN12pyzvXaGK%2BYng8mAYfBLBO2rOpw2pcSInnP%2FhO11MxWB%2BFzlpVSnpz1ssmwjO48KKkLSqplLlShp%2FvBjIbR%2Fv1TQPR6zT91zp1lV2VmJqbHjpox%2BcCHlQEEbwGV4UVpeeY1tq6qbZcEG1RgAhY%2BW59XlbZbHrEnJrszvg%2BqDir83QDWkRuQC230NnabsecK4UIiTGyjrlLbvMD61Sy2tkZ9vcRmGXj04cjc9LL4NrJqWPwnXpkMGFYCCCDmGNtz9kbxeBVPvb2A%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
19,MARY KAY UNLIMITED LIP GLOSS~YOU CHOOSE~FULL SIZE~0.13 FL.~CREAM~SHIMMER~PEARL!,,,pinkchoices,68800,Free delivery in 2-4 days,100.0,https://i.ebayimg.com/images/g/NQAAAOSws19f3NXi/s-l140.webp,https://www.ebay.com/itm/205241381304?_skw=lip_gloss&itmmeta=01KQEGMHT1E8MHC4QNAS1CM4KE&hash=item2fc956f1b8:g:NQAAAOSws19f3NXi&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDAZrRk%2FyJdHaCeoHYS939p8IAqhWs0DostlHg9gF6sREX0T1BUUfnsD3f7ajbrbj17J7Mso9XcO4WTIKY0sppmxXkh7Ge0nv9gjsBBjgXwr8%2FIJLyPrK3to5vcG%2BGDeNkhWJmX9EkFDzyw1T5wVImfQXnFqjpDaLk%2BPpht4irhWPfZ7A1XM7kA4zEoy%2Fw%2FXMHk72aEQeHIAxAAuxq7YE3suqpBTmJuplRZiEbXAN7PBKb4aGzHm%2BPQkf9Z77c0fyt49TAsRCnZO0y1uUtHizyH%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
20,"VICTORIA'S SECRET FLAVORED LIP GLOSS,TOTAL SHINE ADDICT,GET GLOSSED NEW *CHOOSE*",$10.95,5.0,snoop3106,44800,Free delivery,99.8,https://i.ebayimg.com/images/g/e-8AAeSwV8ppnsYX/s-l140.webp,https://www.ebay.com/itm/303616077898?_skw=lip_gloss&epid=14037195014&itmmeta=01KQEGMHT18HAFFEMD7TFD3J6E&hash=item46b0edb04a:g:e-8AAeSwV8ppnsYX&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCNYDXvZqoAuPncT%2F2iLOLrU9xSYLUsyWotYylyRuT%2B09UTu6KoIP0LBOc865ObGTgT6edv5UhsK66kIOoEsAI3yjvBTnUW85ueH%2BU5%2B3COVJOPIOCw0eXmdOSeBZbMgQyk3dttR4Hi5dRGxjTUoagP%2F6MmDYUS51hwEAIQMB6SsUxTaIs2cOufwFGx1I6v9GsjSwnPLoRi48TXboP%2B%2BSNPSCNGMgMWBdxps%2FSBTahaZ5LMuvxXKz1hFOor0FsGVR4%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
21,Rhode Peptide Lip Tint | Hydrating Lip Gloss & Moisturizing Balm – All Shades,$9.95,,shahzeb,1000,Free delivery,97.2,https://i.ebayimg.com/images/g/mdYAAeSwzClp3qPt/s-l140.webp,https://www.ebay.com/itm/157833892414?_skw=lip_gloss&itmmeta=01KQEGMHT1YNV8P0DGT96NDBVR&hash=item24bfa2123e:g:mdYAAeSwzClp3qPt&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xDv4ErEk8foyvpcesj9yzZewAS6u5xoE07S8sdKGODEFxT3XbXwGaCgm8xEwtcLtUs3Egrusj3CyyKzHTHS%2FwkX3UahFr3BVbt4oNU1MNVs2ClEd7QRSDHsKOra9VX9GZ65kArwu%2F7Iuk7XfM6QVdlU4ZxyhwzQbFEMsY8vPIyDrOTv3Frph4D0XTemwTeenUOrxenroTC%2Fua%2FAg27kaB4vRs4dcirO04AZwdsyGPWnAg%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
22,Lip Smackers Flip Gloss Strawberry Petal Brand New 2026 Shimmer 807,$24.99,,aurorascloset907,3100,+$5.00 delivery,100.0,https://i.ebayimg.com/images/g/SG4AAeSwpZhp7QJJ/s-l140.webp,https://www.ebay.com/itm/178086496237?_skw=lip_gloss&itmmeta=01KQEGMHT19WJ24ZB5ZR7TR3B7&hash=item2976c847ed:g:SG4AAeSwpZhp7QJJ&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xB0hUkcAWxbwpUch9The413D3hIo6QIBRJgl3BskqaHRs%2FKdc4mjg2ipw6ZLN%2FDRxh7wBht8%2FlkERcQZo27dhr7X%2FJVjVEKvV%2BQGC%2Brd4zLVD2RhV%2Bf3dHe7Ir7cIZ74NLyo48ciUPhkhMKu9W%2BZq%2Fym8mtEvUKfRjsHAN8UtmLJUML4YUU34RluE%2BDVk%2BK%2BCaGRNs%2F%2BkZR0wv%2F3uwawjIEKP1Z6%2BkXuGWPnPECfklBkuFC2MT6wUAZ8q2DkAAKiZEduxwlPcKN0X4shD8CIB5e%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
23,Mary Kay UNLIMITED LIP GLOSS Cream Pearl Shimmer Full Size YOU CHOOSE,,,foxboy1963,29300,Free delivery,99.9,https://i.ebayimg.com/images/g/Nz0AAOSwT8llT82P/s-l140.webp,https://www.ebay.com/itm/375087868796?_skw=lip_gloss&itmmeta=01KQEGMHT1QADH722RNFZA8QPV&hash=item5754faab7c:g:Nz0AAOSwT8llT82P&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xDhlMSiVN2xMJ9ug2Lvr9oyxOWFwHahiter4erMv4qUKudPuY8IE1FQQrEl14MdfXeh7lJjnBcI%2F%2B1UKI5eZB9NBZfLtFF492mvM2tKwGptmpW14xJO6jtwUHXKtulaWjySSCFrBYx3S2sJ%2BvW0bsqhxhazMLk1r4jjTT9WuVTQ0F8x07eRThS6QGCEqG6rvR%2FB6%2BAb%2Fkz1QPCL3NShzDFYUDF3986y1BvaQDR4zWSYUg%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
24,NYX Butter Lip Gloss You Choose Color,$7.99,5.0,glitzandgoldbyjess,1300,Free delivery,98.9,https://i.ebayimg.com/images/g/7NMAAOSwx8VmJ0A5/s-l140.webp,https://www.ebay.com/itm/126445954531?_skw=lip_gloss&epid=1903395482&itmmeta=01KQEGMHT1NQVP52V3MJJZ8FT2&hash=item1d70c425e3:g:7NMAAOSwx8VmJ0A5&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBO9%2FPlbTrMTmDkPFE4iDhm2HEBgo1JuMFQ3El4fPb1UMAOqUBn%2Bpkc6bNwPqvyEorea9t50PRCv6V61o9hC2IQSZ12l%2B0dBRaXc8Kar%2BhUZF9McoNCgi8%2BGXMdgOYexX79nwWFRah8osle7YTSsRDDSgZcuNBye2MxAcKOmRhmBcwMRGnzBnaxr4Rj6ghE2j9CSigQG8qyH7QEmppUFP8m7bglpLEPvW6pi74RLJMcGjXco6%2Fmh0qGUvkAWmBQrB111bghvPCQu2xkdn87KQVJ%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
